,KNN,Linear SVM,RBF SVM,Gaussian Process,Decision Tree,Random Forest,Neural Net,AdaBoost,Naive Bayes,QDA
0,0.7032967032967034,0.6813186813186813,0.5604395604395604,0.06593406593406594,0.6703296703296703,0.6923076923076923,0.5824175824175825,0.6263736263736264,0.5824175824175825,0.6373626373626373
