,KNN,Linear SVM,RBF SVM,Gaussian Process,Decision Tree,Random Forest,Neural Net,AdaBoost,Naive Bayes,QDA
0,0.9937888198757764,1.0,0.37267080745341613,0.2236024844720497,0.9751552795031055,0.9875776397515528,0.9937888198757764,0.7204968944099379,1.0,0.6645962732919255
